texte,categorie,label,type_document,anonymized
"MODÈLE DE FICHE CLIENT VIERGE - [ORGANISATION] ASSURANCES
Nom de l'assuré : [Insérer Nom]
[IDENTIFIANT] : [__ __ __ __ __ __ __ __]
Téléphone : [Insérer Numéro]
Adresse : [Insérer Ville]
[IDENTIFIANT] : POL-xxxxxx
[IDENTIFIANT] : SIN-xxxxxxx",Publique,C1,Modèle de document vierge,True
"Bonjour à tous, je vous propose de planifier une réunion de travail pour faire le point sur le dossier de l'assurance client de M. [PERSONNE]. Merci de m'indiquer vos disponibilités.",RH,C2,Invitation et planification réunion,True
"Rapport d'expertise médicale confidentiel rédigé par Dr. [PERSONNE], médecin conseil de [ORGANISATION]. Suite à l'examen de l'assuré [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) après son accident du 12/03/2026. Diagnostic : fracture du poignet entraînant une incapacité permanente partielle. Destiné exclusivement au [SERVICE] médical. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Rapport médical médecin conseil,True
Nous recrutons un(e) chargé(e) de projet pour rejoindre notre [SERVICE] Sinistres à Gabès. Candidature à envoyer via notre site carrière.,Publique,C1,Offre d'emploi publiée,True
"Attestation médicale — Patient : [PERSONNE], [IDENTIFIANT] [IDENTIFIANT], [CONTACT]. Consultation du 05/06/2026 à Centre médical [ORGANISATION]. Motif : grippe saisonnière. Ne pas diffuser en dehors du circuit médical autorisé. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Certificat médical,True
"Communiqué de presse du 18/11/2026 : [ORGANISATION] annonce le lancement de sa nouvelle gamme de produits, disponible dès aujourd'hui pour le grand public tunisien.",Publique,C1,Communiqué de presse,True
Le présent contrat fixe les conditions d'emploi de [PERSONNE] au sein du [SERVICE] Support client. Sa diffusion est strictement réservée aux ressources humaines et à l'intéressé(e).,RH,C3,Contrat de travail,True
"Bulletin de salaire de [PERSONNE] pour le mois en cours, [SERVICE] Support client. Montant net à payer : 22 900 TND. Document personnel ne pouvant être partagé sans consentement.",Finance,C3,Bulletin de paie,True
"Dossier de contentieux opposant [ORGANISATION] à un partenaire industriel, enjeu financier estimé à 48 000 TND. Ce dossier est couvert par le secret professionnel. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Juridique,C4,Litige juridique majeur,True
"Dossier de contentieux opposant [ORGANISATION] à un fonds d'investissement, enjeu financier estimé à 150 000 TND. Ce dossier est couvert par le secret professionnel. Toute copie, impression ou diffusion nécessite une validation préalable.",Juridique,C4,Litige juridique majeur,True
"Certificat d'arrêt de travail de [PERSONNE], établi par Dr. [PERSONNE] le 30/09/2025. Incapacité temporaire de 3 jours. Document couvert par le secret médical, accès restreint au médecin du travail [ORGANISATION]. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Arrêt maladie,True
"Relevé de facturation du client [PERSONNE], montant total 1 850 TND, à traiter exclusivement par le [SERVICE] comptabilité.",Finance,C3,Facture client,True
"Certificat d'arrêt de travail de [PERSONNE], établi par Dr. [PERSONNE] le 22/01/2026. Incapacité temporaire de 10 jours. Document couvert par le secret médical, accès restreint au médecin du travail [ORGANISATION]. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Arrêt maladie,True
"Communiqué de presse du 05/06/2026 : [ORGANISATION] annonce le lancement de sa nouvelle gamme de produits, disponible dès aujourd'hui pour le grand public tunisien.",Publique,C1,Communiqué de presse,True
"Rapport d'expertise sinistre pour [PERSONNE], référence SIN-2025846. Coordonnées : +216 51 839 783, [PERSONNE]. Document contenant des données personnelles et financières sensibles.",Personnelles,C3,Déclaration sinistre assurance,True
Le présent contrat fixe les conditions d'emploi de [PERSONNE] au sein du [SERVICE] Souscription. Sa diffusion est strictement réservée aux ressources humaines et à l'intéressé(e).,RH,C3,Contrat de travail,True
"Accord commercial conclu entre [ORGANISATION] et un groupe international, portant sur une prestation d'un montant de 3 200 TND. Les termes de cet accord ne peuvent être divulgués sans autorisation.",Juridique,C3,Contrat commercial,True
"ORDONNANCE — Dr. [PERSONNE], Centre médical [ORGANISATION], Sousse. Patient : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Prescription médicale pour grippe saisonnière. Document de santé protégé par le secret médical. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Ordonnance médicale,True
"[ORGANISATION] annonce des performances financières stables pour ce semestre, consolidant sa position de leader sur le marché tunisien avec un montant net d'investissements record.",Publique,C1,Actualités financières COMAR,True
Facture n° 2026-18/11/2026 émise au nom de [PERSONNE] pour un montant de 12 500 TND. Coordonnées de paiement : [IDENTIFIANT] TN596008099371519317844.,Finance,C3,Facture client,True
Appel de cotisation pour votre assurance auto n° POL-573980. Assuré : [PERSONNE]. Montant net à payer : 150 000 TND avant le 12/03/2026. Coordonnées bancaires [ORGANISATION] pour virement : [IDENTIFIANT] 12842092749390981122.,Finance,C3,Avis d'échéance et appel de cotisations,True
"Compte-rendu de la réunion du [SERVICE] R&D du 30/09/2025 : points abordés, décisions prises et actions à suivre par l'équipe.",RH,C2,Compte-rendu de réunion d'équipe,True
"[DONNEES] Mode opératoire interne applicable au sein de l'équipe Support client, non destiné à être communiqué à des tiers.",RH,C2,Procédure interne,True
"Certificat d'arrêt de travail de [PERSONNE], établi par Dr. [PERSONNE] le 30/09/2025. Incapacité temporaire de 5 jours. Document couvert par le secret médical, accès restreint au médecin du travail [ORGANISATION]. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Arrêt maladie,True
"Attestation bancaire établie pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) : [IDENTIFIANT] 55864452646507231341, [IDENTIFIANT] TN593404184404380755405. Document à usage exclusif du [SERVICE] Finance et du client concerné. Toute copie, impression ou diffusion nécessite une validation préalable.",Finance,C4,Attestation bancaire (RIB tunisien),True
"Dossier de contentieux opposant [ORGANISATION] à un groupe international, enjeu financier estimé à 150 000 TND. Ce dossier est couvert par le secret professionnel. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Juridique,C4,Litige juridique majeur,True
"Fiche client [ORGANISATION] : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Bizerte, Tél: (+216) 22.986.331). Police n° POL-195764. Ce dossier contient des données sensibles assurantielles. Information de niveau hautement confidentiel, soumise au secret professionnel.",Personnelles,C4,Dossier client (données personnelles),True
"Fiche client [ORGANISATION] : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Ariana, [CONTACT]). Police n° POL-637334. Ce dossier contient des données sensibles assurantielles. Information de niveau hautement confidentiel, soumise au secret professionnel.",Personnelles,C4,Dossier client (données personnelles),True
"[DONNEES] Tout savoir sur l'assurance habitation : garanties obligatoires, franchises et options disponibles pour protéger votre logement et votre famille.",Publique,C1,Guide assurance auto/habitation,True
Ordonnance médicale concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Traitement prescrit le 30/09/2025 par Dr. [PERSONNE]. Ce document ne peut être consulté que par le personnel médical habilité et le pharmacien. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.,Medicale,C4,Ordonnance médicale,True
"Rapport d'expertise sinistre pour [PERSONNE], référence SIN-2026125. Coordonnées : (+216) 79.922.476, Monastir. Document contenant des données personnelles et financières sensibles.",Personnelles,C3,Déclaration sinistre assurance,True
Note interne du 05/06/2026 concernant l'organisation du [SERVICE] Marketing pour le trimestre à venir. Ne pas transmettre en dehors de l'entreprise.,RH,C2,Note de service,True
"Rapport d'évaluation médicale - Médecin conseil : Dr. [PERSONNE]. Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél : (+216) 71.137.488). Examen médical du dossier de sinistre SIN-2025917. Conclusion : fracture du poignet, incapacité de 5 jours à valider. Soumis au secret médical strict. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Rapport médical médecin conseil,True
"Conditions particulières du contrat d'assurance auto n° POL-770361 souscrit par [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216-54-124-049). Date d'effet : 18/11/2026. Garanties : Responsabilité Civile, Vol et Incendie.",Personnelles,C3,Conditions particulières de police,True
"[DONNEES] Découvrez notre engagement en matière de responsabilité sociétale à Sfax, à retrouver sur notre site web ouvert à tous les visiteurs.",Publique,C1,Page site web institutionnel,True
"[DONNEES] TEMPLATE DE CERTIFICAT MEDICAL D'APTITUDE
Je soussigné Dr [Nom du médecin] certifie que M./Mme [Nom du patient] ... 
Diagnostic : [________________]
Signature et cachet du médecin :",Publique,C1,Modèle de document vierge,True
"Rapport d'expertise médicale confidentiel rédigé par Dr. [PERSONNE], médecin conseil de [ORGANISATION]. Suite à l'examen de l'assuré [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) après son accident du 12/03/2026. Diagnostic : burn-out professionnel entraînant une incapacité permanente partielle. Destiné exclusivement au [SERVICE] médical. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Rapport médical médecin conseil,True
[DONNEES] Procédure judiciaire en cours concernant un différend avec un groupe international. Les pièces de ce dossier ne peuvent être communiquées qu'aux avocats mandatés et à la direction générale. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.,Juridique,C4,Litige juridique majeur,True
[DONNEES] L'entreprise a le plaisir d'informer l'ensemble de ses parties prenantes et du public du succès de son événement annuel organisé à Tunis le 22/01/2026.,Publique,C1,Communiqué de presse,True
"Plan de réorganisation du [SERVICE] R&D, prévu pour le 12/03/2026, impliquant une révision des effectifs. Document réservé au comité de direction. Information de niveau hautement confidentiel, soumise au secret professionnel.",Strategique,C4,Plan de restructuration,True
"Package de rémunération du comité exécutif, [PERSONNE] inclus, montant total 7 800 TND. Diffusion strictement limitée à la direction générale. Toute copie, impression ou diffusion nécessite une validation préalable.",Finance,C4,Rémunération dirigeant,True
"Plan de réorganisation du [SERVICE] Souscription, prévu pour le 05/06/2026, impliquant une révision des effectifs. Document réservé au comité de direction. Information de niveau hautement confidentiel, soumise au secret professionnel.",Strategique,C4,Plan de restructuration,True
Politique de confidentialité et cookies de [ORGANISATION]. Nous attachons une grande importance à la protection de vos données personnelles et au respect du RGPD.,Publique,C1,Politique de confidentialité publique,True
"Package de rémunération du comité exécutif, [PERSONNE] inclus, montant total 7 800 TND. Diffusion strictement limitée à la direction générale. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Finance,C4,Rémunération dirigeant,True
"Récapitulatif de rémunération de [PERSONNE] : 12 500 TND, à conserver dans le dossier du salarié, accès restreint au [SERVICE] RH.",Finance,C3,Bulletin de paie,True
Le présent contrat fixe les conditions d'emploi de [PERSONNE] au sein du [SERVICE] Souscription. Sa diffusion est strictement réservée aux ressources humaines et à l'intéressé(e).,RH,C3,Contrat de travail,True
Organisation des congés et astreintes du [SERVICE] Marketing jusqu'au 12/03/2026.,RH,C2,Planning d'équipe,True
"CERTIFICAT MÉDICAL — Je soussigné(e) Dr. [PERSONNE], certifie avoir examiné ce jour M./[PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) et constate un état de santé nécessitant un repos de 15 jours. Établi à Tunis le 22/01/2026. Ce document est couvert par le secret médical. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Certificat médical,True
"Mise à jour du moyen de paiement de [PERSONNE] : nouvel [IDENTIFIANT] TN590103134874227499352 enregistré dans le système, accès limité au [SERVICE] Finance. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Finance,C4,Coordonnées bancaires client,True
"Relevé d'identité bancaire [ORGANISATION] : titulaire [PERSONNE], banque STB, [IDENTIFIANT] 16720838884610862265, [IDENTIFIANT] TN598802817026245852243. Ne pas transmettre par messagerie non sécurisée. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Finance,C4,Attestation bancaire (RIB tunisien),True
